ID_AS;Chr_AS;Pos_init_AS;Pos_end_AS;Strand_AS;Name_As;Name_Sense;Chr_Sense;Pos_init_Sense;Pos_end_Sense;Strand_Sense;Id_Sense
ENSG00000227929;3;9216895;9219508;1;SRGAP3-AS3;SRGAP3;3;8980591;9363053;-1;ENSG00000196220
ENSG00000246366;8;70608577;70663279;1;LACTB2-AS1;LACTB2;8;70635318;70669185;-1;ENSG00000147592
ENSG00000237863;X;108736011;108739223;1;IRS4-AS1;IRS4;X;108719946;108736563;-1;ENSG00000133124
ENSG00000237187;5;93360779;93585649;-1;NR2F1-AS1;NR2F1;5;93583222;93594611;1;ENSG00000175745
ENSG00000227660;6;148955628;148964684;-1;UST-AS1;UST;6;148747030;149076990;1;ENSG00000111962
ENSG00000224086;22;21938269;21977632;1;PPM1F-AS1;PPM1F;22;21919425;21952848;-1;ENSG00000100034
ENSG00000225174;6;108123457;108159392;1;OSTM1-AS1;OSTM1;6;108041409;108165854;-1;ENSG00000081087
ENSG00000232913;10;94081950;94108814;-1;PLCE1-AS2;PLCE1;10;93993931;94332823;1;ENSG00000138193
ENSG00000234653;2;76985965;77009791;1;LRRTM4-AS1;LRRTM4;2;76747685;77593319;-1;ENSG00000176204
ENSG00000268894;10;94278681;94287478;-1;PLCE1-AS1;PLCE1;10;93993931;94332823;1;ENSG00000138193
ENSG00000228723;3;9192493;9194453;1;SRGAP3-AS2;SRGAP3;3;8980591;9363053;-1;ENSG00000196220
ENSG00000215196;5;17089296;17217047;-1;BASP1-AS1;BASP1;5;17065598;17276843;1;ENSG00000176788
ENSG00000229893;7;27733064;27740395;-1;TAX1BP1-AS1;TAX1BP1;7;27739331;27844564;1;ENSG00000106052
ENSG00000237728;1;7382487;7389754;-1;CAMTA1-AS2;CAMTA1;1;6785454;7769706;1;ENSG00000171735
ENSG00000250930;4;53496400;53549578;1;LNX1-AS1;LNX1;4;53459301;53701405;-1;ENSG00000072201
ENSG00000231652;6;73693903;73696131;-1;CD109-AS1;CD109;6;73695785;73828316;1;ENSG00000156535
ENSG00000236591;6;149027700;149032573;-1;UST-AS2;UST;6;148747030;149076990;1;ENSG00000111962
ENSG00000235669;7;29199540;29208970;-1;CHN2-AS1;CHN2;7;29146569;29514328;1;ENSG00000106069
ENSG00000224101;7;36997796;37013630;1;ELMO1-AS1;ELMO1;7;36852906;37449223;-1;ENSG00000155849
ENSG00000277449;20;50184598;50191498;-1;CEBPB-AS1;CEBPB;20;50190830;50192668;1;ENSG00000172216
ENSG00000235593;3;29926811;29934156;-1;RBMS3-AS1;RBMS3;3;28574791;30010391;1;ENSG00000144642
ENSG00000259281;15;77660052;77668074;1;LINGO1-AS2;LINGO1;15;77613027;77820900;-1;ENSG00000169783
ENSG00000235904;3;29054570;29290726;-1;RBMS3-AS3;RBMS3;3;28574791;30010391;1;ENSG00000144642
ENSG00000234832;20;23346941;23351486;-1;NXT1-AS1;NXT1;20;23350791;23354771;1;ENSG00000132661
ENSG00000259475;15;98954149;99105824;-1;SYNM-AS1;SYNM;15;99098217;99135593;1;ENSG00000182253
ENSG00000223791;3;23804024;23806905;-1;UBE2E1-AS1;UBE2E1;3;23805955;23891640;1;ENSG00000170142
ENSG00000247081;8;103153394;103298772;-1;BAALC-AS1;BAALC;8;103140713;103230305;1;ENSG00000164929
ENSG00000223351;3;21942566;21979828;1;ZNF385D-AS2;ZNF385D;3;21412218;22373321;-1;ENSG00000151789
ENSG00000269793;19;56595313;56799602;1;ZIM2-AS1;ZIM2;19;56774547;56840731;-1;ENSG00000269699
ENSG00000203280;22;25102433;25112692;-1;KIAA1671-AS1;KIAA1671;22;24952716;25197448;1;ENSG00000197077
ENSG00000227220;6;131950946;132077393;1;CCN2-AS1;CCN2;6;131948176;131951372;-1;ENSG00000118523
ENSG00000237665;3;6892632;6894022;-1;GRM7-AS2;GRM7;3;6770001;7741533;1;ENSG00000196277
ENSG00000225542;3;21542789;21579959;1;ZNF385D-AS1;ZNF385D;3;21412218;22373321;-1;ENSG00000151789
ENSG00000225386;3;26614261;26622943;-1;LRRC3B-AS1;LRRC3B;3;26622806;26717537;1;ENSG00000179796
ENSG00000235740;6;143554325;143562031;-1;PHACTR2-AS1;PHACTR2;6;143536845;143831185;1;ENSG00000112419
ENSG00000248027;11;100684162;100687955;-1;ARHGAP42-AS1;ARHGAP42;11;100687288;100993941;1;ENSG00000165895
ENSG00000253167;8;125040684;125044989;1;WASHC5-AS1;WASHC5;8;125024260;125091819;-1;ENSG00000164961
ENSG00000236467;10;76888044;76980624;1;KCNMA1-AS1;KCNMA1;10;76869601;77638369;-1;ENSG00000156113
ENSG00000225497;10;77147652;77150100;1;KCNMA1-AS2;KCNMA1;10;76869601;77638369;-1;ENSG00000156113
ENSG00000253972;8;119214625;119246848;-1;MAL2-AS1;MAL2;8;119165034;119245673;1;ENSG00000147676
ENSG00000269420;19;48061371;48064945;1;PLA2G4C-AS1;PLA2G4C;19;48047843;48110817;-1;ENSG00000105499
ENSG00000259125;12;57144620;57147619;-1;LRP1-AS;LRP1;12;57128483;57213361;1;ENSG00000123384
ENSG00000223548;5;132003592;132007022;1;ACSL6-AS1;ACSL6;5;131949973;132012243;-1;ENSG00000164398
ENSG00000231172;2;75524068;75542706;1;EVA1A-AS;EVA1A;2;75469302;75569722;-1;ENSG00000115363
ENSG00000251175;4;105746245;105827172;-1;GSTCD-AS1;GSTCD;4;105708778;105847725;1;ENSG00000138780
ENSG00000250467;4;41748293;41824119;1;PHOX2B-AS1;PHOX2B;4;41744082;41748725;-1;ENSG00000109132
ENSG00000251059;4;81164922;81193395;1;PRKG2-AS1;PRKG2;4;81087370;81215222;-1;ENSG00000138669
ENSG00000225437;6;163042557;163054161;-1;PACRG-AS2;PACRG;6;162727132;163315500;1;ENSG00000112530
ENSG00000225683;6;163163830;163192038;-1;PACRG-AS3;PACRG;6;162727132;163315500;1;ENSG00000112530
ENSG00000226258;3;6631008;6805479;-1;GRM7-AS3;GRM7;3;6770001;7741533;1;ENSG00000196277
ENSG00000245248;11;119364359;119526664;1;USP2-AS1;USP2;11;119355215;119381711;-1;ENSG00000036672
ENSG00000257530;12;32104117;32107528;-1;BICD1-AS1;BICD1;12;32106835;32383633;1;ENSG00000151746
ENSG00000204011;9;134649385;134653073;-1;COL5A1-AS1;COL5A1;9;134641803;134844843;1;ENSG00000130635
ENSG00000232998;9;77176760;77178180;-1;VPS13A-AS1;VPS13A;9;77177445;77421537;1;ENSG00000197969
ENSG00000236024;9;129712896;129718635;-1;PRRX2-AS1;PRRX2;9;129665647;129722674;1;ENSG00000167157
ENSG00000224825;9;74485551;74499127;-1;RORB-AS1;RORB;9;74497335;74693177;1;ENSG00000198963
ENSG00000236822;6;142088233;142089219;1;NMBR-AS1;NMBR;6;142058330;142147122;-1;ENSG00000135577
ENSG00000277089;17;36072866;36090134;1;CCL3-AS1;CCL3;17;36088256;36090169;-1;ENSG00000277632
ENSG00000257467;12;81270669;81312422;1;PPFIA2-AS1;PPFIA2;12;81257975;81759553;-1;ENSG00000139220
ENSG00000233682;6;159165899;159170007;-1;FNDC1-AS1;FNDC1;6;159169400;159272108;1;ENSG00000164694
ENSG00000267871;19;57267211;57280334;-1;ZNF460-AS1;ZNF460;19;57280051;57294069;1;ENSG00000197714
ENSG00000230679;1;8878835;8879894;1;ENO1-AS1;ENO1;1;8861000;8879190;-1;ENSG00000074800
ENSG00000224875;2;42143238;42170301;-1;EML4-AS1;EML4;2;42169353;42332548;1;ENSG00000143924
ENSG00000233860;4;76708853;76802426;-1;SHROOM3-AS1;SHROOM3;4;76435229;76783253;1;ENSG00000138771
ENSG00000281641;8;118620498;118906155;1;SAMD12-AS1;SAMD12;8;118189455;118622112;-1;ENSG00000177570
ENSG00000257495;12;52601467;52615305;1;KRT73-AS1;KRT73;12;52607570;52618559;-1;ENSG00000186049
ENSG00000254389;8;143366631;143368548;-1;RHPN1-AS1;RHPN1;8;143368876;143384221;1;ENSG00000158106
ENSG00000245148;11;72700474;72705607;1;ARAP1-AS2;ARAP1;11;72685069;72793599;-1;ENSG00000186635
ENSG00000260281;16;47144323;47162749;1;ITFG1-AS1;ITFG1;16;47154387;47464149;-1;ENSG00000129636
ENSG00000228108;2;54516048;54540697;-1;SPTBN1-AS1;SPTBN1;2;54456317;54671446;1;ENSG00000115306
ENSG00000250106;5;10627260;10628225;-1;ANKRD33B-AS1;ANKRD33B;5;10564070;10657816;1;ENSG00000164236
ENSG00000251577;4;103548745;103624534;1;TACR3-AS1;TACR3;4;103586031;103719985;-1;ENSG00000169836
ENSG00000227487;11;113265137;113274032;-1;NCAM1-AS1;NCAM1;11;112961247;113278436;1;ENSG00000149294
ENSG00000248492;8;134598071;134600689;1;ZFAT-AS1;ZFAT;8;134477788;134713049;-1;ENSG00000066827
ENSG00000226272;5;142859604;142868922;-1;ARHGAP26-AS1;ARHGAP26;5;142770377;143229011;1;ENSG00000145819
ENSG00000253868;8;124044395;124171522;-1;FER1L6-AS2;FER1L6;8;123851987;124120061;1;ENSG00000214814
ENSG00000244968;5;38556765;38671216;1;LIFR-AS1;LIFR;5;38474668;38608354;-1;ENSG00000113594
ENSG00000233854;7;38980370;39013551;-1;POU6F2-AS2;POU6F2;7;38977909;39493095;1;ENSG00000106536
ENSG00000225756;9;133654586;133657313;-1;DBH-AS1;DBH;9;133636363;133659329;1;ENSG00000123454
ENSG00000259964;15;71147650;71189064;-1;THSD4-AS1;THSD4;15;71096952;71783383;1;ENSG00000187720
ENSG00000251045;5;135648584;135653935;-1;SLC25A48-AS1;SLC25A48;5;135579202;135889770;1;ENSG00000145832
ENSG00000180769;4;84965534;85011277;1;WDFY3-AS2;WDFY3;4;84669597;84966690;-1;ENSG00000163625
ENSG00000229162;1;24961345;24963097;1;RUNX3-AS1;RUNX3;1;24899511;24965121;-1;ENSG00000020633
ENSG00000232490;3;31704058;31721652;1;OSBPL10-AS1;OSBPL10;3;31657912;32077580;-1;ENSG00000144645
ENSG00000236828;X;32754940;32756400;1;DMD-AS3;DMD;X;31097677;33339609;-1;ENSG00000198947
ENSG00000236197;7;95035731;95214338;-1;PPP1R9A-AS1;PPP1R9A;7;94907202;95296415;1;ENSG00000158528
ENSG00000238164;1;2549920;2557031;-1;TNFRSF14-AS1;TNFRSF14;1;2555639;2565382;1;ENSG00000157873
ENSG00000245384;4;104490849;104734546;1;CXXC4-AS1;CXXC4;4;104468308;104494901;-1;ENSG00000168772
ENSG00000249717;4;74955974;74970362;-1;PARM1-AS1;PARM1;4;74933095;75050115;1;ENSG00000169116
ENSG00000234166;1;16197854;16198357;1;ARHGEF19-AS1;ARHGEF19;1;16197854;16212652;-1;ENSG00000142632
ENSG00000224808;3;9014123;9015979;1;SRGAP3-AS1;SRGAP3;3;8980591;9363053;-1;ENSG00000196220
ENSG00000230035;1;18166929;18179346;-1;IGSF21-AS1;IGSF21;1;18107798;18378483;1;ENSG00000117154
ENSG00000248494;4;53592956;53604047;1;LNX1-AS2;LNX1;4;53459301;53701405;-1;ENSG00000072201
ENSG00000249167;5;116574482;116611200;1;SEMA6A-AS2;SEMA6A;5;116443555;116574823;-1;ENSG00000092421
ENSG00000237058;1;2632568;2636620;1;MMEL1-AS1;MMEL1;1;2590639;2633016;-1;ENSG00000142606
ENSG00000226944;1;6204840;6205780;-1;RNF207-AS1;RNF207;1;6205475;6221299;1;ENSG00000158286
ENSG00000235131;1;3712200;3714298;-1;TP73-AS2;TP73;1;3652516;3736201;1;ENSG00000078900
ENSG00000224846;6;2989335;2999604;-1;NQO2-AS1;NQO2;6;2987987;3019755;1;ENSG00000124588
ENSG00000179840;1;9652610;9654586;-1;PIK3CD-AS1;PIK3CD;1;9651731;9729114;1;ENSG00000171608
ENSG00000246790;11;121447331;121453013;-1;SORL1-AS1;SORL1;11;121452314;121633763;1;ENSG00000137642
ENSG00000203506;3;29526251;29642809;-1;RBMS3-AS2;RBMS3;3;28574791;30010391;1;ENSG00000144642
ENSG00000282728;11;101129077;101209591;1;PGR-AS1;PGR;11;101029624;101129813;-1;ENSG00000082175
ENSG00000164621;5;136129507;136134890;-1;SMAD5-AS1;SMAD5;5;136132845;136188747;1;ENSG00000113658
ENSG00000248690;8;121639293;121994185;1;HAS2-AS1;HAS2;8;121612116;121641440;-1;ENSG00000170961
ENSG00000270194;3;37241789;37244177;-1;GOLGA4-AS1;GOLGA4;3;37243191;37366879;1;ENSG00000144674
ENSG00000250802;5;77086688;77166909;1;ZBED3-AS1;ZBED3;5;77072072;77087285;-1;ENSG00000132846
ENSG00000225126;1;7441096;7441554;-1;CAMTA1-AS1;CAMTA1;1;6785454;7769706;1;ENSG00000171735
ENSG00000236861;7;93969442;94011113;1;BET1-AS1;BET1;7;93962762;94004382;-1;ENSG00000105829
ENSG00000265666;17;40340867;40343136;-1;RARA-AS1;RARA;17;40309180;40357643;1;ENSG00000131759
ENSG00000250635;5;139648999;139649728;-1;CXXC5-AS1;CXXC5;5;139647299;139683882;1;ENSG00000171604
ENSG00000233073;7;86782357;86803409;-1;GRM3-AS1;GRM3;7;86643909;86864879;1;ENSG00000198822
ENSG00000231304;3;20174244;21145967;1;SGO1-AS1;SGO1;3;20160593;20186206;-1;ENSG00000129810
ENSG00000234593;1;14338825;14419973;-1;KAZN-AS1;KAZN;1;13892792;15118043;1;ENSG00000189337
ENSG00000241472;3;62221249;62369406;-1;PTPRG-AS1;PTPRG;3;61561569;62297609;1;ENSG00000144724
ENSG00000267348;19;45076510;45092635;-1;GEMIN7-AS1;GEMIN7;19;45079195;45091518;1;ENSG00000142252
ENSG00000234771;9;128108581;128118693;-1;SLC25A25-AS1;SLC25A25;9;128068201;128109245;1;ENSG00000148339
ENSG00000232850;9;128128529;128130628;1;PTGES2-AS1;PTGES2;9;128120693;128128462;-1;ENSG00000148334
ENSG00000232912;1;8424645;8435013;1;RERE-AS1;RERE;1;8352397;8848921;-1;ENSG00000142599
ENSG00000227409;1;35358822;35366077;-1;ZMYM4-AS1;ZMYM4;1;35268709;35422058;1;ENSG00000146463
ENSG00000204464;1;15164344;15171317;-1;TMEM51-AS2;TMEM51;1;15152532;15220478;1;ENSG00000171729
ENSG00000259863;2;109127327;109128930;-1;SH3RF3-AS1;SH3RF3;2;109129205;109504634;1;ENSG00000172985
ENSG00000230140;2;100970767;100977766;-1;NPAS2-AS1;NPAS2;2;100820139;100996829;1;ENSG00000170485
ENSG00000246174;11;78139771;78175323;1;KCTD21-AS1;KCTD21;11;78171249;78188626;-1;ENSG00000188997
ENSG00000245498;11;124800424;124834487;1;MSANTD2-AS1;MSANTD2;11;124766498;124800706;-1;ENSG00000120458
ENSG00000231851;2;105092368;105103036;-1;MRPS9-AS1;MRPS9;2;105038069;105099960;1;ENSG00000135972
ENSG00000235954;22;27919376;28008581;1;TTC28-AS1;TTC28;22;27978014;28679840;-1;ENSG00000100154
ENSG00000225951;9;128468957;128473012;-1;ODF2-AS1;ODF2;9;128455186;128501292;1;ENSG00000136811
ENSG00000228372;X;135059685;135123952;1;SMIM10L2B-AS1;SMIM10L2B;X;135094985;135098712;-1;ENSG00000196972
ENSG00000214922;6;29726601;29749049;-1;HLA-F-AS1;HLA-F;6;29722775;29738528;1;ENSG00000204642
ENSG00000175147;1;15111815;15153618;-1;TMEM51-AS1;TMEM51;1;15152532;15220478;1;ENSG00000171729
ENSG00000235058;3;50341106;50345697;1;ZMYND10-AS1;ZMYND10;3;50341110;50345732;-1;ENSG00000004838
ENSG00000281358;3;50337511;50338300;1;RASSF1-AS1;RASSF1;3;50329782;50340980;-1;ENSG00000068028
ENSG00000185837;22;17159352;17165447;1;HDHD5-AS1;HDHD5;22;17137511;17165287;-1;ENSG00000069998
ENSG00000245275;5;154325568;154445850;-1;SAP30L-AS1;SAP30L;5;154445997;154461053;1;ENSG00000164576
ENSG00000255247;11;119709920;119713925;1;NECTIN1-AS1;NECTIN1;11;119623408;119729200;-1;ENSG00000110400
ENSG00000271065;12;51421956;51424611;-1;SLC4A8-AS1;SLC4A8;12;51391317;51515763;1;ENSG00000050438
ENSG00000253591;5;170639158;170681437;-1;KCNIP1-AS1;KCNIP1;5;170353487;170736632;1;ENSG00000182132
ENSG00000267577;19;55158939;55177540;1;DNAAF3-AS1;DNAAF3;19;55158661;55166722;-1;ENSG00000167646
ENSG00000260135;16;55426797;55462297;-1;MMP2-AS1;MMP2;16;55389700;55506691;1;ENSG00000087245
ENSG00000227480;2;158166650;158236169;1;CCDC148-AS1;CCDC148;2;158171073;158456753;-1;ENSG00000153237
ENSG00000235717;2;114833830;114835588;-1;DPP10-AS2;DPP10;2;114442299;115845780;1;ENSG00000175497
ENSG00000253563;14;36519278;36523016;1;NKX2-1-AS1;NKX2-1;14;36516392;36521149;-1;ENSG00000136352
ENSG00000267757;19;45641494;45642840;1;EML2-AS1;EML2;19;45606994;45645602;-1;ENSG00000125746
ENSG00000226122;7;50531759;50543463;1;DDC-AS1;DDC;7;50458436;50565405;-1;ENSG00000132437
ENSG00000250801;5;175972606;175987666;1;THOC3-AS1;THOC3;5;175917873;176034680;-1;ENSG00000051596
ENSG00000227646;7;89882353;90211635;-1;STEAP2-AS1;STEAP2;7;90167590;90238137;1;ENSG00000157214
ENSG00000254588;11;128526142;128530389;1;ETS1-AS1;ETS1;11;128458761;128587558;-1;ENSG00000134954
ENSG00000257718;12;38906451;38909592;1;CPNE8-AS1;CPNE8;12;38646822;38907430;-1;ENSG00000139117
ENSG00000235483;X;2852740;2853760;-1;GYG2-AS1;GYG2;X;2828822;2882820;1;ENSG00000056998
ENSG00000229851;X;2904904;2906081;1;ARSD-AS1;ARSD;X;2903972;2929349;-1;ENSG00000006756
ENSG00000250344;4;121071429;121080476;1;NDNF-AS1;NDNF;4;121035613;121073021;-1;ENSG00000173376
ENSG00000226017;3;64187544;64200965;1;PRICKLE2-AS3;PRICKLE2;3;64092236;64445476;-1;ENSG00000163637
ENSG00000230513;22;21001886;21010342;1;THAP7-AS1;THAP7;22;20999104;21002196;-1;ENSG00000184436
ENSG00000231646;2;185652374;185800151;-1;FSIP2-AS1;FSIP2;2;185738804;185833290;1;ENSG00000188738
ENSG00000231609;2;62957326;63048640;-1;EHBP1-AS1;EHBP1;2;62673851;63046487;1;ENSG00000115504
ENSG00000247775;4;89836408;89841978;1;SNCA-AS1;SNCA;4;89700345;89838315;-1;ENSG00000145335
ENSG00000243715;3;54874605;54901255;-1;CACNA2D3-AS1;CACNA2D3;3;54122547;55074557;1;ENSG00000157445
ENSG00000251260;4;84796614;84810403;1;WDFY3-AS1;WDFY3;4;84669597;84966690;-1;ENSG00000163625
ENSG00000272170;6;43074331;43074739;-1;KLC4-AS1;KLC4;6;43040777;43075095;1;ENSG00000137171
ENSG00000238133;2;173166446;173282036;-1;MAP3K20-AS1;MAP3K20;2;173075435;173268015;1;ENSG00000091436
ENSG00000226747;2;185719874;185740479;-1;FSIP2-AS2;FSIP2;2;185738804;185833290;1;ENSG00000188738
ENSG00000224204;X;22162733;22172983;-1;PHEX-AS1;PHEX;X;22032325;22494713;1;ENSG00000102174
ENSG00000233067;X;22191895;22235358;-1;PTCHD1-AS;PTCHD1;X;23334849;23404374;1;ENSG00000165186
ENSG00000250033;4;138057464;138178177;1;SLC7A11-AS1;SLC7A11;4;138164097;138242349;-1;ENSG00000151012
ENSG00000255234;11;83286120;83423516;1;CCDC90B-AS1;CCDC90B;11;83259081;83286390;-1;ENSG00000137500
ENSG00000229967;X;151904431;151913968;-1;MAGEA4-AS1;MAGEA4;X;151912495;151925171;1;ENSG00000147381
ENSG00000241111;3;64067964;64103131;1;PRICKLE2-AS1;PRICKLE2;3;64092236;64445476;-1;ENSG00000163637
ENSG00000235300;17;48294335;48308762;1;SKAP1-AS2;SKAP1;17;48133442;48430275;-1;ENSG00000141293
ENSG00000227071;9;20683304;20684688;-1;FOCAD-AS1;FOCAD;9;20658309;20995955;1;ENSG00000188352
ENSG00000255032;11;44719392;44736692;-1;TSPAN18-AS1;TSPAN18;11;44726465;44932423;1;ENSG00000157570
ENSG00000256151;12;130990138;130993976;-1;ADGRD1-AS1;ADGRD1;12;130953907;131141469;1;ENSG00000111452
ENSG00000249421;5;129424782;129461076;-1;ADAMTS19-AS1;ADAMTS19;5;129460281;129738683;1;ENSG00000145808
ENSG00000254042;5;168706567;168720884;1;SLIT3-AS2;SLIT3;5;168661733;169301139;-1;ENSG00000184347
ENSG00000229154;6;73130646;73143514;-1;KCNQ5-AS1;KCNQ5;6;72621792;73198853;1;ENSG00000185760
ENSG00000229852;6;73263212;73301789;1;KHDC1-AS1;KHDC1;6;73241314;73310365;-1;ENSG00000135314
ENSG00000231332;6;73369704;73387717;1;OOEP-AS1;OOEP;6;73368555;73395133;-1;ENSG00000203907
ENSG00000234779;9;16726814;16727524;1;BNC2-AS1;BNC2;9;16409503;16870843;-1;ENSG00000173068
ENSG00000183784;9;212824;215893;-1;DOCK8-AS1;DOCK8;9;214854;465259;1;ENSG00000107099
ENSG00000227155;9;452492;492248;-1;DOCK8-AS2;DOCK8;9;214854;465259;1;ENSG00000107099
ENSG00000237328;17;17759154;17770821;-1;RAI1-AS1;RAI1;17;17681458;17811453;1;ENSG00000108557
ENSG00000249906;17;49505657;49574064;-1;NGFR-AS1;NGFR;17;49495293;49515008;1;ENSG00000064300
ENSG00000255808;11;72643237;72659407;1;PDE2A-AS1;PDE2A;11;72576141;72674591;-1;ENSG00000186642
ENSG00000182873;1;2181794;2184389;-1;PRKCZ-AS1;PRKCZ;1;2050411;2185395;1;ENSG00000067606
ENSG00000245281;8;18084386;18097644;1;ASAH1-AS1;ASAH1;8;18055992;18084998;-1;ENSG00000104763
ENSG00000235865;9;121280768;121285530;-1;GSN-AS1;GSN;9;121207794;121332843;1;ENSG00000148180
ENSG00000259520;15;45235930;45279251;-1;SLC28A2-AS1;SLC28A2;15;45252234;45277846;1;ENSG00000137860
ENSG00000261286;16;84459259;84467361;-1;ATP2C2-AS1;ATP2C2;16;84368527;84464187;1;ENSG00000064270
ENSG00000225839;X;101043564;101094476;-1;TRMT2B-AS1;TRMT2B;X;101009346;101052116;-1;ENSG00000188917
ENSG00000253618;5;149348116;149357642;-1;GRPEL2-AS1;GRPEL2;5;149345430;149354583;1;ENSG00000164284
ENSG00000234676;9;26955780;26956295;-1;IFT74-AS1;IFT74;9;26947039;27066134;1;ENSG00000096872
ENSG00000229867;2;119244422;119270714;-1;STEAP3-AS1;STEAP3;2;119223831;119265652;1;ENSG00000115107
ENSG00000228016;2;172677141;172736206;-1;RAPGEF4-AS1;RAPGEF4;2;172735274;173052893;1;ENSG00000091428
ENSG00000263787;17;48185938;48204529;1;SKAP1-AS1;SKAP1;17;48133442;48430275;-1;ENSG00000141293
ENSG00000251022;4;82893009;82900960;-1;THAP9-AS1;THAP9;4;82900684;82919969;1;ENSG00000168152
ENSG00000237410;11;64646399;64659681;1;NRXN2-AS1;NRXN2;11;64606174;64723197;-1;ENSG00000110076
ENSG00000259867;16;80154979;80563354;-1;DYNLRB2-AS1;DYNLRB2;16;80540734;80550811;1;ENSG00000168589
ENSG00000229444;1;43709392;43727343;-1;ST3GAL3-AS1;ST3GAL3;1;43705824;43931165;1;ENSG00000126091
ENSG00000258285;12;117099481;117142091;1;TESC-AS1;TESC;12;117038923;117099479;-1;ENSG00000088992
ENSG00000228369;1;52050918;52052683;1;TXNDC12-AS1;TXNDC12;1;52020131;52055191;-1;ENSG00000117862
ENSG00000251620;4;97366681;97491899;1;STPG2-AS1;STPG2;4;97184093;98143476;-1;ENSG00000163116
ENSG00000248719;4;80182637;80197410;-1;PRDM8-AS1;PRDM8;4;80183879;80204329;1;ENSG00000152784
ENSG00000260115;16;61918321;61940697;1;CDH8-AS1;CDH8;16;61647242;62037035;-1;ENSG00000150394
ENSG00000279968;6;138725211;138773652;-1;CCDC28A-AS1;CCDC28A;6;138773769;138793319;1;ENSG00000024862
ENSG00000233893;6;158817979;158822252;1;EZR-AS1;EZR;6;158765741;158819368;-1;ENSG00000092820
ENSG00000244383;3;58607080;58644491;1;FAM3D-AS1;FAM3D;3;58633946;58666834;-1;ENSG00000198643
ENSG00000237853;1;61248945;61253510;-1;NFIA-AS1;NFIA;1;60865259;61462788;1;ENSG00000162599
ENSG00000234264;1;68496676;68538627;1;DEPDC1-AS1;DEPDC1;1;68474152;68497221;-1;ENSG00000024526
ENSG00000269806;19;47615699;47626395;-1;BICRA-AS1;BICRA;19;47608196;47703277;1;ENSG00000063169
ENSG00000258897;14;34040097;34059300;1;EGLN3-AS1;EGLN3;14;33924227;34462774;-1;ENSG00000129521
ENSG00000250538;4;155206529;155209027;-1;NPY2R-AS1;NPY2R;4;155208636;155217078;1;ENSG00000185149
ENSG00000249710;4;100190033;100215505;1;DDIT4L-AS1;DDIT4L;4;100185870;100190782;-1;ENSG00000145358
ENSG00000269656;19;47757036;47768840;-1;NOP53-AS1;NOP53;19;47745546;47757058;1;ENSG00000105373
ENSG00000241158;3;64561322;64592757;1;ADAMTS9-AS1;ADAMTS9;3;64515654;64688000;-1;ENSG00000163638
ENSG00000271614;12;89708959;89712590;1;ATP2B1-AS1;ATP2B1;12;89588049;89709300;-1;ENSG00000070961
ENSG00000234006;6;31542304;31543138;1;DDX39B-AS1;DDX39B;6;31530219;31542448;-1;ENSG00000198563
ENSG00000258651;14;39103140;39103812;1;SEC23A-AS1;SEC23A;14;39031919;39109646;-1;ENSG00000100934
ENSG00000258940;14;39265703;39267061;-1;MIA2-AS1;MIA2;14;39230231;39388513;1;ENSG00000150527
ENSG00000236301;11;3218332;3223131;1;MRGPRG-AS1;MRGPRG;11;3217944;3218813;-1;ENSG00000182170
ENSG00000248222;5;169013227;169037998;1;SLIT3-AS1;SLIT3;5;168661733;169301139;-1;ENSG00000184347
ENSG00000224729;7;100589402;100604206;-1;PCOLCE-AS1;PCOLCE;7;100602363;100608175;1;ENSG00000106333
ENSG00000227198;6;31658329;31660721;1;C6orf47-AS1;C6orf47;6;31658298;31660778;-1;ENSG00000204439
ENSG00000249545;5;94979151;94980893;1;MCTP1-AS1;MCTP1;5;94703690;95285094;-1;ENSG00000175471
ENSG00000204380;2;158658337;158735002;-1;PKP4-AS1;PKP4;2;158456952;158682879;1;ENSG00000144283
ENSG00000225572;7;111808516;111821773;1;DOCK4-AS1;DOCK4;7;111726110;112206407;-1;ENSG00000128512
ENSG00000223770;7;82009177;82029955;1;CACNA2D1-AS1;CACNA2D1;7;81946444;82443777;-1;ENSG00000153956
ENSG00000249196;12;129109629;129113294;1;TMEM132D-AS1;TMEM132D;12;129071725;129904025;-1;ENSG00000151952
ENSG00000258413;14;55262222;55272075;-1;FBXO34-AS1;FBXO34;14;55271344;55370053;1;ENSG00000178974
ENSG00000236340;7;127215127;127229927;1;GRM8-AS1;GRM8;7;126438598;127253093;-1;ENSG00000179603
ENSG00000250309;5;150670658;150672390;-1;MYOZ3-AS1;MYOZ3;5;150660882;150679368;1;ENSG00000164591
ENSG00000267309;19;36489649;36491040;1;ZNF566-AS1;ZNF566;19;36445119;36489902;-1;ENSG00000186017
ENSG00000268066;X;147909431;147911817;-1;FMR1-AS1;FMR1;X;147911919;147951125;1;ENSG00000102081
ENSG00000275549;9;137250219;137253497;-1;STPG3-AS1;STPG3;9;137251261;137253483;1;ENSG00000197768
ENSG00000232907;20;36507702;36573391;-1;DLGAP4-AS1;DLGAP4;20;36306336;36528637;1;ENSG00000080845
ENSG00000268366;19;40443436;40444087;1;SERTAD3-AS1;SERTAD3;19;40440844;40444335;-1;ENSG00000167565
ENSG00000234336;7;28180322;28243917;1;JAZF1-AS1;JAZF1;7;27830573;28180795;-1;ENSG00000153814
