Chr,Pos_init,Pos_end,Strand,Id,Sense gene,,
chr2,46541806,46584688,1,ENSG00000119729,RHOQ,,
chr4,84669597,84966690,-1,ENSG00000163625,WDFY3,,
chr15,48331011,48343373,1,ENSG00000128951,DUT,,
chr3,183487551,183555706,-1,ENSG00000172578,KLHL6,,
chr11,67428460,67435401,1,ENSG00000175634,RPS6KB2,,
chr3,64515654,64688000,-1,ENSG00000163638,ADAMTS9,,
chr16,89707134,89720898,-1,ENSG00000075399,VPS9D1,,
chr7,155070324,155087392,1,ENSG00000157219,HTR5A,,
chr16,84368527,84464187,1,ENSG00000064270,ATP2C2,,
chr11,8019244,8106243,1,ENSG00000166402,TUB,,
chr17,78423697,78577396,-1,ENSG00000187775,DNAH17,,
chr15,72398302,72408367,1,ENSG00000187806,TMEM202,,
chr15,72340924,72376420,-1,ENSG00000213614,HEXA,,
chr8,144428775,144444440,-1,ENSG00000160949,TONSL,,
chr1,219173869,219212865,1,ENSG00000143353,LYPLAL1,,
chr9,116423112,117415070,-1,ENSG00000148219,ASTN2,,
chr4,105145875,105279816,1,ENSG00000168769,TET2,,
chr4,122610108,122621066,-1,ENSG00000138684,IL21,,
chr2,74497517,74503316,-1,ENSG00000179528,LBX2,,
chr5,73444827,73448777,-1,ENSG00000251493,FOXD1,,
chr11,10812074,10858796,-1,ENSG00000236287,ZBED5,,
chr1,173477330,173488815,1,ENSG00000117592,PRDX6,,
chr15,90001324,90082206,1,ENSG00000140548,ZNF710,,
chr7,30010587,30026702,-1,ENSG00000106080,FKBP14,,
chr1,165201867,165356715,-1,ENSG00000162761,LMX1A,,
chr3,185190624,185281990,-1,ENSG00000113790,EHHADH,,
chr8,116845934,116874776,-1,ENSG00000164754,RAD21,,
chr6,33419661,33453689,1,ENSG00000197283,SYNGAP1,,
chr15,40844018,40858207,1,ENSG00000166145,SPINT1,,
chr5,151742316,151772532,-1,ENSG00000177556,ATOX1,,
chr11,1584342,1585283,-1,ENSG00000205869,KRTAP5-1,,
chr11,1597177,1598294,-1,ENSG00000205867,KRTAP5-2,,
chr10,101226994,101229463,-1,ENSG00000138136,LBX1,,
chr19,18929201,18941261,-1,ENSG00000051128,HOMER3,,
chr14,61187559,61550976,1,ENSG00000027075,PRKCH,,
chr7,128455849,128458418,1,ENSG00000135245,HILPDA,,
chr4,158124474,158173318,-1,ENSG00000164125,GASK1B,,
chr1,163111121,163321791,-1,ENSG00000143248,RGS5,,
chr1,217631324,217871696,1,ENSG00000162814,SPATA17,,
chr2,238138668,238152947,1,ENSG00000168427,KLHL30,,
chr3,183697797,183812624,1,ENSG00000163872,YEATS2,,
chr5,36192589,36242279,-1,ENSG00000152620,NADK2,,
chr9,128068201,128109245,1,ENSG00000148339,SLC25A25,,
chr16,50742050,50801935,1,ENSG00000083799,CYLD,,
chr4,48805212,48861817,1,ENSG00000109180,OCIAD1,,
chr14,39230231,39388513,1,ENSG00000150527,MIA2,,
chr9,3824127,4348392,-1,ENSG00000107249,GLIS3,,
chr15,82543201,82648861,-1,ENSG00000214575,CPEB1,,
chr6,16299112,16761491,-1,ENSG00000124788,ATXN1,,
chr3,195068284,195271159,-1,ENSG00000173950,XXYLT1,,
chr15,79282722,79298239,1,ENSG00000235711,ANKRD34C,,
chr3,189956728,190122437,-1,ENSG00000090530,P3H2,,
chr1,245154985,245709432,1,ENSG00000162849,KIF26B,,
chr3,188947214,189325304,1,ENSG00000188001,TPRG1,,
chr16,90019629,90044975,1,ENSG00000141013,GAS8,,
chr2,130836914,131047263,1,ENSG00000136002,ARHGEF4,,
chr15,66293217,66333898,1,ENSG00000166938,DIS3L,,
chr7,103352730,103446207,-1,ENSG00000170615,SLC26A5,,
chr3,196347662,196432430,-1,ENSG00000163960,UBXN7,,
chr6,114055596,114343023,-1,ENSG00000249853,HS3ST5,,
chr3,186842704,186858463,1,ENSG00000181092,ADIPOQ,,
chr3,193398967,193593111,-1,ENSG00000127249,ATP13A4,,
chr17,58345175,58353093,-1,ENSG00000213246,SUPT4H1,,
chr3,186046314,186110318,-1,ENSG00000244405,ETV5,,
chr10,43643860,43648881,-1,ENSG00000169740,ZNF32,,
chr6,124962437,125092633,1,ENSG00000146373,RNF217,,
chr3,57571363,57598220,-1,ENSG00000168374,ARF4,,
chr2,37923187,38067142,1,ENSG00000115841,RMDN2,,
chr4,108047545,108168956,-1,ENSG00000138795,LEF1,,
chr15,32718004,32745106,1,ENSG00000166923,GREM1,,
chr19,51689128,51712387,1,ENSG00000182310,SPACA6,,
chr8,123178960,123210079,1,ENSG00000147689,FAM83A,,
chr15,48178122,48203758,1,ENSG00000233932,CTXN2,,
chr14,34752731,34875647,-1,ENSG00000198604,BAZ1A,,
chr2,119439843,119525301,-1,ENSG00000080293,SCTR,,
chr3,149030127,149086554,-1,ENSG00000071794,HLTF,,
chr10,79703227,79714681,1,ENSG00000188199,NUTM2B,,
chr12,54369133,54391298,-1,ENSG00000161642,ZNF385A,,
chr4,2937933,2963406,-1,ENSG00000087269,NOP14,,
chr11,112961247,113278436,1,ENSG00000149294,NCAM1,,
chr10,79068966,79316519,1,ENSG00000108175,ZMIZ1,,
chr5,132190147,132295315,-1,ENSG00000072682,P4HA2,,
chr14,69259277,69357033,1,ENSG00000100626,GALNT16,,
chr19,38587641,38618882,-1,ENSG00000104814,MAP4K1,,
chr12,49950737,49958878,1,ENSG00000167580,AQP2,,
chr1,218345336,218444619,1,ENSG00000092969,TGFB2,,
chr12,20368537,20688583,1,ENSG00000172572,PDE3A,,
chr14,69191498,69244020,1,ENSG00000081177,EXD2,,
chr11,65787063,65797214,1,ENSG00000172818,OVOL1,,
chr10,63167221,63521850,-1,ENSG00000171988,JMJD1C,,
chr3,63833870,63863868,-1,ENSG00000163634,THOC7,,
chr5,179550554,179610012,1,ENSG00000176783,RUFY1,,
chr3,114314500,115147288,-1,ENSG00000181722,ZBTB20,,
chr15,42738730,42920809,-1,ENSG00000128881,TTBK2,,
chr6,152121687,152637801,-1,ENSG00000131018,SYNE1,,
chr7,2906142,3043867,-1,ENSG00000198286,CARD11,,
chr7,41667168,41705834,-1,ENSG00000122641,INHBA,,
chr4,55346213,55373100,1,ENSG00000128039,SRD5A3,,
chr11,30384493,30586872,-1,ENSG00000066382,MPPED2,,
chr4,25120014,25160550,-1,ENSG00000109618,SEPSECS,,
chr6,142058330,142147122,-1,ENSG00000135577,NMBR,,
chr2,107826892,107892544,1,ENSG00000196862,RGPD4,,
chr19,45606994,45645602,-1,ENSG00000125746,EML2,,
chr9,20658309,20995955,1,ENSG00000188352,FOCAD,,
chr7,100602363,100608175,1,ENSG00000106333,PCOLCE,,
chr3,24117153,24495756,-1,ENSG00000151090,THRB,,
chr4,145481194,145559176,1,ENSG00000170365,SMAD1,,
chr2,218959666,218962155,1,ENSG00000171450,CDK5R2,,
chr6,96521595,96555276,1,ENSG00000014123,UFL1,,
chr4,65319563,65670495,-1,ENSG00000145242,EPHA5,,
chr1,211743457,211830763,-1,ENSG00000123684,LPGAT1,,
chr10,6427143,6580301,-1,ENSG00000065675,PRKCQ,,
chr1,213983181,214041510,1,ENSG00000117707,PROX1,,
chr6,72621792,73198853,1,ENSG00000185760,KCNQ5,,
chr4,140257286,140385728,1,ENSG00000153130,SCOC,,
chr4,26857601,27025381,1,ENSG00000109689,STIM2,,
chr3,14145147,14178621,-1,ENSG00000154767,XPC,,
chr17,72121020,72126416,1,ENSG00000125398,SOX9,,
chr7,100826820,100867010,1,ENSG00000146828,SLC12A9,,
chr3,185643130,185825042,-1,ENSG00000073792,IGF2BP2,,
chr6,6588108,6654983,1,ENSG00000112799,LY86,,
chr3,126103562,126197994,-1,ENSG00000144908,ALDH1L1,,
chr11,4094707,4138932,1,ENSG00000167325,RRM1,,
chr6,167996241,168045091,1,ENSG00000125337,KIF25,,
chr10,132036336,132184858,1,ENSG00000188385,JAKMIP3,,
chr8,41529218,41545030,1,ENSG00000147536,GINS4,,
chr11,3854527,4093210,1,ENSG00000167323,STIM1,,
chr8,41577187,41625001,1,ENSG00000158669,GPAT4,,
chr5,132440440,132508719,-1,ENSG00000125347,IRF1,,
chr6,32659467,32668383,-1,ENSG00000179344,HLA-DQB1,,
chr3,177019340,177228000,-1,ENSG00000177565,TBL1XR1,,
chr4,7758714,7939926,-1,ENSG00000196526,AFAP1,,
chr1,205381378,205455954,-1,ENSG00000186007,LEMD1,,
chr3,196319342,196338503,-1,ENSG00000145107,TM4SF19,,
chr6,56457987,56954830,-1,ENSG00000151914,DST,,
chr4,107931549,107953461,1,ENSG00000155016,CYP2U1,,
chr14,93918894,93929608,1,ENSG00000140067,FAM181A,,
chr12,55725323,55729707,-1,ENSG00000135404,CD63,,
chr14,36677921,37172606,-1,ENSG00000183032,SLC25A21,,
chr15,40978880,41116280,-1,ENSG00000128908,INO80,,
chr4,102794383,102868896,-1,ENSG00000109332,UBE2D3,,
chr1,205227946,205285632,1,ENSG00000133069,TMCC2,,
chr11,83455012,85627922,-1,ENSG00000150672,DLG2,,
chr7,116953238,117230176,1,ENSG00000004866,ST7,,
chr16,66427295,66493529,1,ENSG00000166546,BEAN1,,
chr14,95086228,95158010,-1,ENSG00000100697,DICER1,,
chr17,42124978,42155044,-1,ENSG00000108774,RAB5C,,
chr1,215622891,216423448,-1,ENSG00000042781,USH2A,,
chr10,103493705,103592546,1,ENSG00000107954,NEURL1,,
chr10,11460510,11611666,-1,ENSG00000148429,USP6NL,,
chr7,128830406,128859274,1,ENSG00000128591,FLNC,,
chr15,90529923,90645345,1,ENSG00000140577,CRTC3,,
chr11,6621330,6655809,-1,ENSG00000166341,DCHS1,,
chr5,129460281,129738683,1,ENSG00000145808,ADAMTS19,,
chr6,30699807,30717447,-1,ENSG00000137337,MDC1,,
chr8,28600469,28756561,1,ENSG00000012232,EXTL3,,
chr11,76782251,76798153,1,ENSG00000182704,TSKU,,
chr10,93993931,94332823,1,ENSG00000138193,PLCE1,,
chr12,53299695,53307177,1,ENSG00000139637,MYG1,,
chr19,489176,505343,1,ENSG00000099866,MADCAM1,,
chr19,571277,583494,1,ENSG00000172270,BSG,,
chr10,8045378,8075198,1,ENSG00000107485,GATA3,,
chr10,110871795,110900006,1,ENSG00000150593,PDCD4,,
chr15,71096952,71783383,1,ENSG00000187720,THSD4,,
chr4,112818032,113384221,1,ENSG00000145362,ANK2,,
chr17,17042457,17217679,1,ENSG00000133030,MPRIP,,
chr19,3610645,3626815,-1,ENSG00000105298,CACTIN,,
chr6,36390551,36442854,-1,ENSG00000179165,PXT1,,
chr6,73241314,73310365,-1,ENSG00000135314,KHDC1,,
chr11,96389989,96507574,1,ENSG00000183340,JRKL,,
chr15,90954881,90963125,1,ENSG00000166965,RCCD1,,
chr15,32641676,32697098,1,ENSG00000166922,SCG5,,
chr19,34994784,35026471,1,ENSG00000089351,GRAMD1A,,
chr1,224434660,224740554,1,ENSG00000143786,CNIH3,,
chr1,233904676,234324511,1,ENSG00000183780,SLC35F3,,
chr5,60866454,60945073,-1,ENSG00000049167,ERCC8,,
chr1,245749342,246507312,-1,ENSG00000185420,SMYD3,,
chr11,8947202,8965011,-1,ENSG00000175348,TMEM9B,,
chr2,121726945,121736911,-1,ENSG00000155438,NIFK,,
chr10,89582988,89645242,-1,ENSG00000152782,PANK1,,
chr9,214854,465259,1,ENSG00000107099,DOCK8,,
chr10,88935074,88991339,-1,ENSG00000107796,ACTA2,,
chr1,210232796,210246631,1,ENSG00000082497,SERTAD4,,
chr10,73183362,73247255,-1,ENSG00000213551,DNAJC9,,
chr10,73248843,73252693,-1,ENSG00000182180,MRPS16,,
chr5,16473038,16617101,-1,ENSG00000154153,RETREG1,,
chr6,135181308,135219173,1,ENSG00000118513,MYB,,
chr9,8314246,10613002,-1,ENSG00000153707,PTPRD,,
chr1,186443566,186461114,-1,ENSG00000116703,PDC,,
chr15,87859751,88256791,-1,ENSG00000140538,NTRK3,,
chr1,20633458,20651511,1,ENSG00000158828,PINK1,,
chr10,10798397,11336675,1,ENSG00000048740,CELF2,,
chr7,122301303,122310691,-1,ENSG00000128610,FEZF1,,
chr3,38453890,38493142,1,ENSG00000114739,ACVR2B,,
chr2,62673851,63046487,1,ENSG00000115504,EHBP1,,
chr16,2752626,2772538,1,ENSG00000167978,SRRM2,,
chr15,41895933,41972557,-1,ENSG00000103966,EHD4,,
chr15,41981394,42051190,-1,ENSG00000188089,PLA2G4E,,
chr15,63042632,63071915,1,ENSG00000140416,TPM1,,
chr19,54115410,54131719,1,ENSG00000105618,PRPF31,,
chr1,116372668,116410261,1,ENSG00000163399,ATP1A1,,
chr2,168456249,168775134,1,ENSG00000172292,CERS6,,
chr10,17228241,17237593,1,ENSG00000026025,VIM,,
chr10,44911316,44937010,1,ENSG00000187783,TMEM72,,
chr3,4979437,4985323,1,ENSG00000134107,BHLHE40,,
chr1,155195588,155209051,-1,ENSG00000169231,THBS3,,
chr9,128455186,128501292,1,ENSG00000136811,ODF2,,
chr10,103594027,103855584,-1,ENSG00000107957,SH3PXD2A,,
chr5,135579202,135889770,1,ENSG00000145832,SLC25A48,,
chr19,7348937,7472485,1,ENSG00000104880,ARHGEF18,,
chr7,143279957,143288048,1,ENSG00000178826,TMEM139,,
chr16,30923055,30948783,1,ENSG00000099364,FBXL19,,
chr17,10699015,10730023,-1,ENSG00000187824,TMEM220,,
chr7,143353400,143362770,-1,ENSG00000159784,FAM131B,,
chr5,181193924,181205293,-1,ENSG00000146054,TRIM7,,
chr7,143390289,143408856,-1,ENSG00000146904,EPHA1,,
chr19,35040506,35066573,1,ENSG00000105707,HPN,,
chr12,65824460,65966291,1,ENSG00000149948,HMGA2,,
chr2,208236229,208266074,-1,ENSG00000138413,IDH1,,
chr5,181254077,181261150,-1,ENSG00000183718,TRIM52,,
chr1,239386565,239915452,1,ENSG00000133019,CHRM3,,
chr19,4675224,4724673,-1,ENSG00000142002,DPP9,,
chr11,72685069,72793599,-1,ENSG00000186635,ARAP1,,
chr2,170178145,170655171,1,ENSG00000071909,MYO3B,,
chr7,36852906,37449223,-1,ENSG00000155849,ELMO1,,
chr16,3046062,3060726,1,ENSG00000008516,MMP25,,
chr9,137251261,137253483,1,ENSG00000197768,STPG3,,
chr3,64010550,64024010,-1,ENSG00000163636,PSMD6,,
chr3,155375580,155745071,-1,ENSG00000114805,PLCH1,,
chr3,149517235,149736714,-1,ENSG00000018408,WWTR1,,
chr19,53864763,53876435,1,ENSG00000179820,MYADM,,
chr3,147386046,147406809,-1,ENSG00000174963,ZIC4,,
chr1,165544000,165563957,1,ENSG00000162763,LRRC52,,
chr6,158765741,158819368,-1,ENSG00000092820,EZR,,
chr1,50024029,50203772,1,ENSG00000162374,ELAVL4,,
chr2,102064544,102179874,1,ENSG00000115594,IL1R1,,
chr7,104328603,104908561,1,ENSG00000187416,LHFPL3,,
chr4,3041363,3243957,1,ENSG00000197386,HTT,,
chr3,56727418,57079329,-1,ENSG00000163947,ARHGEF3,,
chr1,234373456,234385080,1,ENSG00000168275,COA6,,
chr7,88205115,88226993,-1,ENSG00000075142,SRI,,
chr6,162727132,163315500,1,ENSG00000112530,PACRG,,
chr1,69567922,70151945,1,ENSG00000033122,LRRC7,,
chr1,164555584,164899296,1,ENSG00000185630,PBX1,,
chr2,121337776,121649476,-1,ENSG00000074054,CLASP1,,
chr16,81006552,81033114,1,ENSG00000166451,CENPN,,
chr12,6444955,6451718,1,ENSG00000139193,CD27,,
chr3,113532555,113629575,1,ENSG00000072858,SIDT1,,
chr1,47438044,47440691,1,ENSG00000186564,FOXD2,,
chr4,81087370,81215222,-1,ENSG00000138669,PRKG2,,
chr4,61200326,62078335,1,ENSG00000150471,ADGRL3,,
chr1,43705824,43931165,1,ENSG00000126091,ST3GAL3,,
chr9,135479079,135488893,1,ENSG00000196422,PPP1R26,,
chr6,28107689,28130082,1,ENSG00000196812,ZSCAN16,,
chr19,51889235,51905040,-1,ENSG00000198093,ZNF649,,
chr19,51964340,51986856,-1,ENSG00000256683,ZNF350,,
chr12,89588049,89709300,-1,ENSG00000070961,ATP2B1,,
chr5,141515016,141619055,-1,ENSG00000131504,DIAPH1,,
chr4,107824563,107915047,1,ENSG00000164023,SGMS2,,
chr7,144312419,144322737,1,ENSG00000221970,OR2A1,,
chr12,81257975,81759553,-1,ENSG00000139220,PPFIA2,,
chr5,66596380,67169593,1,ENSG00000069020,MAST4,,
chr7,156640281,156677130,1,ENSG00000105982,RNF32,,
chr4,4415742,4542346,-1,ENSG00000168818,STX18,,
chr3,49554477,49671549,1,ENSG00000164061,BSN,,
chr5,94703690,95285094,-1,ENSG00000175471,MCTP1,,
chr7,156994051,157010663,-1,ENSG00000130675,MNX1,,
chr16,8892097,8975328,-1,ENSG00000187555,USP7,,
chr6,149883179,149898113,-1,ENSG00000164520,RAET1E,,
chr3,9945542,9952408,-1,ENSG00000163704,PRRT3,,
chr6,32393339,32407181,-1,ENSG00000204290,BTNL2,,
chr6,143536845,143831185,1,ENSG00000112419,PHACTR2,,
chr16,71565660,71577092,-1,ENSG00000198650,TAT,,
chr7,55019017,55211628,1,ENSG00000146648,EGFR,,
chr6,147204417,147390476,1,ENSG00000164506,STXBP5,,
chr7,27181157,27185232,-1,ENSG00000005073,HOXA11,,
chr7,27242700,27250493,1,ENSG00000106038,EVX1,,
chr16,78099400,79212667,1,ENSG00000186153,WWOX,,
chr11,116835751,116837622,-1,ENSG00000118137,APOA1,,
chr5,137937960,138051961,-1,ENSG00000031003,FAM13B,,
chr3,55465715,55490539,-1,ENSG00000114251,WNT5A,,
chr7,149872968,149891204,1,ENSG00000171130,ATP6V0E2,,
chr7,27739331,27844564,1,ENSG00000106052,TAX1BP1,,
chr7,86643909,86864879,1,ENSG00000198822,GRM3,,
chr19,56219670,56368383,-1,ENSG00000131848,ZSCAN5A,,
chr7,100969565,101018939,1,ENSG00000205277,MUC12,,
chr3,52287089,52295257,1,ENSG00000168237,GLYCTK,,
chr7,150368189,150374044,1,ENSG00000214022,REPIN1,,
chr7,150368790,150398630,1,ENSG00000196456,ZNF775,,
chr3,84958989,86074429,1,ENSG00000175161,CADM2,,
chr17,49289206,49362473,-1,ENSG00000198740,ZNF652,,
chr7,92084987,92134803,-1,ENSG00000001630,CYP51A1,,
chr7,144186083,144195879,-1,ENSG00000213214,ARHGEF35,,
chr5,163460203,163491941,1,ENSG00000072571,HMMR,,
chr19,51331536,51342139,-1,ENSG00000186806,VSIG10L,,
chr19,51410020,51417803,-1,ENSG00000142512,SIGLEC10,,
chr5,78360611,78480739,1,ENSG00000085365,SCAMP1,,
chr4,186266189,186289681,1,ENSG00000088926,F11,,
chr3,150926163,150972727,-1,ENSG00000163646,CLRN1,,
chr17,12665890,12768949,1,ENSG00000141052,MYOCD,,
chr19,54448887,54462016,1,ENSG00000167615,LENG8,,
chr17,58353676,58417595,-1,ENSG00000108375,RNF43,,
chr6,31897785,31945673,1,ENSG00000166278,C2,,
chr3,194587673,194633689,-1,ENSG00000145014,TMEM44,,
chr4,112513516,112516180,-1,ENSG00000178403,NEUROG2,,
chr4,112539333,112636995,-1,ENSG00000138658,ZGRF1,,
chr7,47740202,47948466,-1,ENSG00000158683,PKD1L1,,
chr17,28577565,28599025,-1,ENSG00000076382,SPAG5,,
chr12,49293252,49298686,1,ENSG00000135406,PRPH,,
chr12,49323236,49331731,1,ENSG00000135451,TROAP,,
chr7,123567010,123639481,1,ENSG00000146809,ASB15,,
chr7,111726110,112206407,-1,ENSG00000128512,DOCK4,,
chr12,113462033,113472280,-1,ENSG00000089116,LHX5,,
chr4,625573,670782,1,ENSG00000133256,PDE6B,,
chr19,1259384,1274880,1,ENSG00000099622,CIRBP,,
chr17,70168673,70180044,1,ENSG00000123700,KCNJ2,,
chr2,101007228,101252866,-1,ENSG00000204634,TBC1D8,,
chr7,29146569,29514328,1,ENSG00000106069,CHN2,,
chr11,43880811,43920274,1,ENSG00000166199,ALKBH3,,
chr6,31982052,32002681,1,ENSG00000244731,C4A,,
chr3,126006357,126101561,-1,ENSG00000114544,SLC41A3,,
chr1,222557902,222589933,-1,ENSG00000143498,TAF1A,,
chr3,133038391,133397775,1,ENSG00000144868,TMEM108,,
chr2,219372043,219400022,-1,ENSG00000123992,DNPEP,,
chr3,193593144,193697811,1,ENSG00000198836,OPA1,,
chr7,3301252,4269000,1,ENSG00000146555,SDK1,,
chr12,56309842,56316119,-1,ENSG00000257727,CNPY2,,
chr19,56774547,56840731,-1,ENSG00000269699,ZIM2,,
chr11,117285232,117316259,-1,ENSG00000186318,BACE1,,
chr3,156037701,156539138,1,ENSG00000169282,KCNAB1,,
chr12,123289109,123364847,-1,ENSG00000139697,SBNO1,,
chr1,85265776,85276632,-1,ENSG00000142867,BCL10,,
chr19,12043805,12052961,-1,ENSG00000257446,ZNF878,,
chr11,10573091,10693988,-1,ENSG00000072952,IRAG1,,
chr1,23359448,23369836,-1,ENSG00000125945,ZNF436,,
chr19,37506939,37548762,1,ENSG00000188227,ZNF793,,
chr7,27170605,27180261,-1,ENSG00000253293,HOXA10,,
chr19,56439325,56478065,-1,ENSG00000198046,ZNF667,,
chr12,122271432,122422669,-1,ENSG00000130779,CLIP1,,
chr11,131370478,132336822,1,ENSG00000182667,NTM,,
chr7,137874979,138002086,-1,ENSG00000182158,CREB3L2,,
chr1,119031216,119140654,-1,ENSG00000116874,WARS2,,
chr3,179794958,180037053,-1,ENSG00000114757,PEX5L,,
chr12,76025447,76031776,-1,ENSG00000139289,PHLDA1,,
chr2,110732539,111120610,1,ENSG00000153093,ACOXL,,
chr17,4498881,4539035,1,ENSG00000183018,SPNS2,,
chr11,88504576,89065982,-1,ENSG00000168959,GRM5,,
chr7,74027789,74069907,1,ENSG00000049540,ELN,,
chr3,155024124,155183704,1,ENSG00000196549,MME,,
chr1,24899511,24965121,-1,ENSG00000020633,RUNX3,,
chr16,1072747,1081454,1,ENSG00000162009,SSTR5,,
chr2,79185231,80648861,1,ENSG00000066032,CTNNA2,,
chr11,75240774,75243704,1,ENSG00000261594,TPBGL,,
chr17,42552922,42555214,1,ENSG00000108786,HSD17B1,,
chr1,77888513,77943895,1,ENSG00000162614,NEXN,,
chr11,118527472,118531197,1,ENSG00000172425,TTC36,,
chr7,104940943,105115019,1,ENSG00000005483,KMT2E,,
chr19,18097778,18151692,1,ENSG00000099308,MAST3,,
chr11,118436456,118526832,1,ENSG00000118058,KMT2A,,
chr19,44662278,44684359,1,ENSG00000186567,CEACAM19,,
chr19,46143106,46161298,1,ENSG00000204866,IGFL2,,
chr3,42489299,42537573,1,ENSG00000114812,VIPR1,,
chr19,14147743,14206187,-1,ENSG00000072071,ADGRL1,,
chr7,74650231,74760692,1,ENSG00000263001,GTF2I,,
chr3,42692663,42702824,-1,ENSG00000010282,HHATL,,
chr11,64606174,64723197,-1,ENSG00000110076,NRXN2,,
chr3,42705756,42773253,-1,ENSG00000244607,CCDC13,,
chr12,120978543,121002512,1,ENSG00000135100,HNF1A,,
chr3,42653697,42667580,1,ENSG00000114853,ZBTB47,,
chr3,51873721,51875601,-1,ENSG00000214681,IQCF5,,
chr3,44555193,44594173,1,ENSG00000196345,ZKSCAN7,,
chr1,236518000,236552981,1,ENSG00000116977,LGALS8,,
chr3,44584888,44648471,1,ENSG00000186448,ZNF197,,
chr1,1401909,1407293,-1,ENSG00000242485,MRPL20,,
chr7,117287120,117715971,1,ENSG00000001626,CFTR,,
chr3,15254353,15341368,-1,ENSG00000131370,SH3BP5,,
chr1,19814029,19815283,-1,ENSG00000178828,RNF186,,
chr1,46557407,46616843,-1,ENSG00000079277,MKNK1,,
chr3,15427598,15450635,1,ENSG00000144597,EAF1,,
chr7,18086949,19002416,1,ENSG00000048052,HDAC9,,
chr11,69985907,70189530,1,ENSG00000131620,ANO1,,
chr12,72087266,72670758,1,ENSG00000072657,TRHDE,,
chr19,47608196,47703277,1,ENSG00000063169,BICRA,,
chr19,42086110,42196585,-1,ENSG00000028277,POU2F2,,
chr3,50267558,50277546,1,ENSG00000012171,SEMA3B,,
chr7,90167590,90238137,1,ENSG00000157214,STEAP2,,
chr12,12974870,13000265,-1,ENSG00000013583,HEBP1,,
chr7,95583499,95596516,-1,ENSG00000004799,PDK4,,
chr2,222860942,222944639,1,ENSG00000123983,ACSL3,,
chr12,49002274,49018807,-1,ENSG00000181929,PRKAG1,,
chr2,74361154,74392087,-1,ENSG00000204843,DCTN1,,
chr12,7089587,7109238,-1,ENSG00000139178,C1RL,,
chr12,1970772,2697950,1,ENSG00000151067,CACNA1C,,
chr17,45263119,45317029,-1,ENSG00000006062,MAP3K14,,
chr1,31629866,31644896,-1,ENSG00000162517,PEF1,,
chr17,40818117,40822614,-1,ENSG00000186395,KRT10,,
chr1,226144679,226186741,-1,ENSG00000182827,ACBD3,,
chr11,101029624,101129813,-1,ENSG00000082175,PGR,,
chr17,63998351,64004305,1,ENSG00000224383,PRR29,,
chr2,230990324,231025055,1,ENSG00000173699,SPATA3,,
chr17,45894527,46028334,1,ENSG00000186868,MAPT,,
chr1,39560709,39576790,-1,ENSG00000090621,PABPC4,,
chr12,564296,663589,-1,ENSG00000171840,NINJ2,,
chr2,165857475,165953851,-1,ENSG00000123607,TTC21B,,
chr16,50065967,50107272,1,ENSG00000155393,HEATR3,,
chr19,36445119,36489902,-1,ENSG00000186017,ZNF566,,
chr19,12014715,12035741,-1,ENSG00000197647,ZNF433,,
chr12,190077,214570,-1,ENSG00000111181,SLC6A12,,
chr11,47980559,48170839,1,ENSG00000149177,PTPRJ,,
chr7,1567332,1571005,-1,ENSG00000157778,PSMG3,,
chr7,1665745,1747946,1,ENSG00000225968,ELFN1,,
chr17,44170447,44179084,1,ENSG00000161664,ASB16,,
chr3,31657912,32077580,-1,ENSG00000144645,OSBPL10,,
chr19,47487637,47515091,-1,ENSG00000105402,NAPA,,
chr12,122983480,123151090,-1,ENSG00000090975,PITPNM2,,
chr12,130162459,130165740,1,ENSG00000111432,FZD10,,
chr3,146576555,146605346,-1,ENSG00000231213,PLSCR5,,
chr1,155335268,155563162,-1,ENSG00000116539,ASH1L,,
chr11,35138882,35232402,1,ENSG00000026508,CD44,,
chr2,24943636,24972094,-1,ENSG00000115137,DNAJC27,,
chr3,132680609,132722432,-1,ENSG00000113971,NPHP3,,
chr7,22725884,22732002,1,ENSG00000136244,IL6,,
chr1,110401249,110407942,-1,ENSG00000134248,LAMTOR5,,
chr1,220879431,220885059,1,ENSG00000136630,HLX,,
chr2,113215997,113278921,-1,ENSG00000125618,PAX8,,
chr3,48744597,48847874,-1,ENSG00000114302,PRKAR2A,,
chr19,54617158,54638022,1,ENSG00000104972,LILRB1,,
chr1,111680630,111755824,-1,ENSG00000197852,INKA2,,
chr1,111770662,111989668,-1,ENSG00000171385,KCND3,,
chr3,142596393,142713664,1,ENSG00000120756,PLS1,,
chr11,19350724,20121601,1,ENSG00000166833,NAV2,,
chr3,142949164,142963674,-1,ENSG00000188582,PAQR9,,
chr3,18345377,18445588,-1,ENSG00000182568,SATB1,,
chr1,161070998,161089558,-1,ENSG00000143217,NECTIN4,,
chr2,130073535,130129222,-1,ENSG00000196604,POTEF,,
chr2,191834310,191847088,-1,ENSG00000168497,CAVIN2,,
chr2,73926826,73958961,1,ENSG00000114956,DGUOK,,
chr17,42758447,42763041,1,ENSG00000131477,RAMP2,,
chr2,148875227,149026759,1,ENSG00000168280,KIF5C,,
chr1,154405193,154469450,1,ENSG00000160712,IL6R,,
chr3,45388561,45554726,1,ENSG00000011376,LARS2,,
chr3,45555394,45686341,1,ENSG00000144791,LIMD1,,
chr2,76747685,77593319,-1,ENSG00000176204,LRRTM4,,
chr19,35666517,35678481,1,ENSG00000105668,UPK1A,,
chr17,46029916,46225389,-1,ENSG00000120071,KANSL1,,
