Chr;Pos_init;Pos_end;Strand;Size;Id;AS;N transcripts
17;68944531;69042784;1;98253;ENSG00000231749;ABCA9-AS1;7
16;31201885;31203452;1;1567;ENSG00000261359;PYCARD-AS1;1
14;64513952;64540368;-1;26416;ENSG00000259116;HSPA2-AS1;2
15;73752317;73770613;1;18296;ENSG00000260469;INSYN1-AS1;3
4;176308268;176320458;-1;12190;ENSG00000248980;SPCS3-AS1;1
12;114682292;114767989;1;85697;ENSG00000257817;TBX3-AS1;7
4;183097017;183099199;-1;2182;ENSG00000251359;WWC2-AS2;1
11;35281813;35286009;1;4196;ENSG00000255004;SLC1A2-AS1;1
19;12930522;12933296;1;2774;ENSG00000266975;FARSA-AS1;1
12;52245048;52247448;-1;2400;ENSG00000257671;KRT7-AS;1
3;119226486;119290666;1;64180;ENSG00000240254;B4GALT4-AS1;2
2;86562070;86618766;1;56696;ENSG00000228363;CHMP3-AS1;4
2;167123904;167140955;-1;17051;ENSG00000254552;XIRP2-AS1;1
17;67244837;67245806;1;969;ENSG00000266473;HELZ-AS1;1
2;161096231;161160224;-1;63993;ENSG00000224467;TANK-AS1;1
2;196260024;196264204;1;4180;ENSG00000229056;HECW2-AS1;3
5;177494995;177503647;1;8652;ENSG00000248996;PDLIM7-AS1;1
3;56940040;56960854;1;20814;ENSG00000240198;ARHGEF3-AS1;2
1;57860532;57880905;1;20373;ENSG00000226759;DAB1-AS1;28
4;152337655;152338098;1;443;ENSG00000270751;FBXW7-AS1;1
1;40690380;40692066;-1;1686;ENSG00000272145;NFYC-AS1;1
2;119476428;119487346;1;10918;ENSG00000231013;SCTR-AS1;3
X;123872626;123873932;-1;1306;ENSG00000237331;XIAP-AS1;1
X;123959233;123961341;-1;2108;ENSG00000232412;STAG2-AS1;1
17;50556207;50562108;-1;5901;ENSG00000250107;CACNA1G-AS1;3
10;3141632;3167972;1;26340;ENSG00000237399;PITRM1-AS1;3
17;74747319;74748912;-1;1593;ENSG00000266036;SLC9A3R1-AS1;1
5;473236;480884;1;7648;ENSG00000225138;SLC9A3-AS1;13
1;50461469;50471150;1;9681;ENSG00000225767;FAF1-AS1;1
2;210324759;210469246;1;144487;ENSG00000234281;LANCL1-AS1;3
2;101151660;101155412;1;3752;ENSG00000272902;TBC1D8-AS1;1
10;79968213;79973213;1;5000;ENSG00000273372;SFTPD-AS1;1
10;80046860;80078912;-1;32052;ENSG00000230091;TMEM254-AS1;3
19;56314703;56365316;1;50613;ENSG00000267549;ZSCAN5A-AS1;4
3;109101456;109110342;1;8886;ENSG00000239314;MORC1-AS1;1
17;50866679;50910774;1;44095;ENSG00000229980;TOB1-AS1;5
7;107066591;107133733;-1;67142;ENSG00000243193;PRKAR2B-AS1;6
2;187003220;187556288;1;553068;ENSG00000224063;CALCRL-AS1;3
15;79922771;79926993;1;4222;ENSG00000259642;ST20-AS1;2
3;65893816;65925297;1;31481;ENSG00000240175;MAGI1-AS1;1
3;119314293;119322760;-1;8467;ENSG00000241155;ARHGAP31-AS1;1
12;9065163;9068689;1;3526;ENSG00000245105;A2M-AS1;4
4;181820019;181829973;-1;9954;ENSG00000251336;TEMN3-AS1;1
4;158170752;158202877;1;32125;ENSG00000248429;GASK1B-AS1;5
4;186286094;186500997;-1;214903;ENSG00000251165;F11-AS1;5
16;30183505;30184957;-1;1452;ENSG00000261416;CORO1A-AS1;3
17;66398069;66416854;-1;18785;ENSG00000264630;PRKCA-AS1;3
4;95549129;95552457;1;3328;ENSG00000271474;UNC5C-AS1;1
3;126083659;126095349;1;11690;ENSG00000250012;SLC41A3-AS1;4
15;69396904;69415029;-1;18125;ENSG00000259426;KIF23-AS1;6
11;2840135;2861568;-1;21433;ENSG00000229414;KCNQ1-AS1;1
4;88709298;88730103;1;20805;ENSG00000248019;FAM13A-AS1;6
6;13486294;13486852;1;558;ENSG00000237786;GFOD1-AS1;1
19;37548914;37587348;1;38434;ENSG00000267470;ZNF571-AS1;13
6;157885114;157892786;-1;7672;ENSG00000236324;SNX9-AS1;1
3;133245603;133257207;-1;11604;ENSG00000251011;TMEM108-AS1;2
7;141704003;141738346;-1;34343;ENSG00000228775;WEE2-AS1;16
1;107964443;107994607;1;30164;ENSG00000230489;VAV3-AS1;1
1;95061596;95067545;1;5949;ENSG00000230427;ALG14-AS1;1
1;50174306;50175868;-1;1562;ENSG00000237337;ELAVL4-AS1;1
2;162768936;162797972;1;29036;ENSG00000237750;KCNH7-AS1;1
11;9758268;9811335;1;53067;ENSG00000246273;SBF2-AS1;10
3;73621713;73626796;1;5083;ENSG00000239677;PDZRN3-AS1;4
9;116285829;116288769;-1;2940;ENSG00000226604;PAPPA-AS2;1
9;116398157;116400606;-1;2449;ENSG00000256040;PAPPA-AS1;1
9;116504283;116562293;1;58010;ENSG00000229105;ASTN2-AS1;1
2;191229165;191246172;-1;17007;ENSG00000227542;MYO1B-AS1;1
6;36146698;36197205;-1;50507;ENSG00000246982;BRPF3-AS1;3
19;51685363;51693456;-1;8093;ENSG00000269959;SPACA6-AS1;1
3;63423596;63550051;-1;126455;ENSG00000241359;SYNPR-AS1;1
3;141918252;141919021;-1;769;ENSG00000244124;ATP1B3-AS1;1
14;61707564;61751099;-1;43535;ENSG00000258667;HIF1A-AS3;2
15;101334437;101337428;1;2991;ENSG00000259764;PCSK6-AS1;1
3;118943073;118948241;1;5168;ENSG00000239877;IGSF11-AS1;2
19;18144522;18151691;-1;7169;ENSG00000269145;MAST3-AS1;1
3;116360024;116370090;1;10066;ENSG00000240922;LSAMP-AS1;1
3;113588748;113590189;-1;1441;ENSG00000239453;SIDT1-AS1;1
3;136959125;136982196;-1;23071;ENSG00000249407;IL20RB-AS1;1
12;57726271;57728356;1;2085;ENSG00000255737;AGAP2-AS1;1
3;149976755;149979355;1;2600;ENSG00000242791;PFN2-AS1;2
3;140505611;140508789;-1;3178;ENSG00000250433;CLSTN2-AS1;1
6;36386831;36393462;1;6631;ENSG00000224666;ETV7-AS1;2
1;51518309;51561629;1;43320;ENSG00000227070;EPS15-AS1;2
7;149867697;149880610;-1;12913;ENSG00000204934;ATP6V0E2-AS1;3
14;93904730;93927066;-1;22336;ENSG00000258584;FAM181A-AS1;4
3;156441157;156446905;-1;5748;ENSG00000242370;KCNAB1-AS1;1
3;143342246;143347071;1;4825;ENSG00000240012;SLC9A9-AS1;1
6;32844078;32846500;1;2422;ENSG00000204261;PSMB8-AS1;7
1;97095923;97322955;1;227032;ENSG00000232878;DPYD-AS1;3
1;113924000;113929495;-1;5495;ENSG00000235527;HIPK1-AS1;6
10;89456064;89468140;1;12076;ENSG00000234452;SLC16A12-AS1;2
12;122395542;122400857;1;5315;ENSG00000257097;CLIP1-AS1;2
19;49838639;49851676;-1;13037;ENSG00000268006;PTOV1-AS1;2
3;111676736;111677433;-1;697;ENSG00000240766;PLCXD2-AS1;1
3;150852484;151080726;1;228242;ENSG00000239265;CLRN1-AS1;2
10;1022630;1045425;1;22795;ENSG00000232656;IDI2-AS1;6
6;135195083;135195995;-1;912;ENSG00000236703;MYB-AS1;1
X;18688643;18691604;-1;2961;ENSG00000237221;PPEF1-AS1;1
X;18890296;18894974;1;4678;ENSG00000237836;PHKA2-AS1;3
19;49856970;49859289;-1;2319;ENSG00000269352;PTOV1-AS2;3
15;41283990;41309737;1;25747;ENSG00000247556;OIP5-AS1;10
11;66264777;66265666;-1;889;ENSG00000254855;KLC2-AS1;1
11;66267635;66268129;-1;494;ENSG00000254762;KLC2-AS2;1
10;71508153;71511873;-1;3720;ENSG00000223817;CDH23-AS1;1
9;33676785;33688011;1;11226;ENSG00000281128;PTENP1-AS;3
9;33775183;33818795;-1;43612;ENSG00000235481;UBE2R2-AS1;3
16;81016792;81035759;-1;18967;ENSG00000260213;CENPN-AS1;4
7;155067034;155072450;-1;5416;ENSG00000220575;HTR5A-AS1;4
8;106520474;106657548;-1;137074;ENSG00000253582;OXR1-AS1;1
11;61746493;61757655;-1;11162;ENSG00000124915;MYRF-AS1;3
8;28690215;28702030;-1;11815;ENSG00000246339;EXTL3-AS1;7
10;79661394;79826594;-1;165200;ENSG00000225484;NUTM2B-AS1;22
1;117025482;117059490;-1;34008;ENSG00000236137;CD101-AS1;2
8;28798142;28802085;1;3943;ENSG00000254034;INTS9-AS1;2
14;76781733;76786724;-1;4991;ENSG00000258301;VASH1-AS1;2
7;40538127;40546928;-1;8801;ENSG00000203446;SUGCT-AS1;1
2;133264968;133285445;1;20477;ENSG00000226953;NCKAP5-AS2;4
3;159902045;160225299;-1;323254;ENSG00000244040;IL12A-AS1;14
10;104664608;104666200;-1;1592;ENSG00000226387;SORCS3-AS1;1
8;105546089;106060524;-1;514435;ENSG00000251003;ZFPM2-AS1;9
3;143381338;143382161;1;823;ENSG00000244493;SLC9A9-AS2;1
5;60917490;60919573;1;2083;ENSG00000233847;ERCC8-AS1;1
3;171815586;171900749;-1;85163;ENSG00000234717;TMEM212-AS1;1
6;30105240;30114724;1;9484;ENSG00000231226;TRIM31-AS1;1
5;122154496;122156015;-1;1519;ENSG00000249610;ZNF474-AS1;1
8;143417679;143419150;1;1471;ENSG00000254338;MAFA-AS1;1
2;236391074;236392388;1;1314;ENSG00000232893;IQCA1-AS1;1
2;168771951;168786961;-1;15010;ENSG00000227617;CERS6-AS1;12
X;101622983;101624164;-1;1181;ENSG00000228275;ARMCX3-AS1;1
1;112956415;113047055;1;90640;ENSG00000226419;SLC16A1-AS1;13
7;100436204;100438504;1;2300;ENSG00000240211;PPP1R35-AS1;1
15;100372936;100437914;1;64978;ENSG00000259430;CERS3-AS1;3
X;10024842;10038654;-1;13812;ENSG00000225076;WWC3-AS1;1
9;35096378;35098141;1;1763;ENSG00000234181;PIGO-AS1;1
1;97796921;97798066;1;1145;ENSG00000235777;DPYD-AS2;2
12;630858;664196;1;33338;ENSG00000177406;NINJ2-AS1;7
9;34568012;34583072;1;15060;ENSG00000237159;CNTFR-AS1;11
3;169447867;169477052;1;29185;ENSG00000241479;MECOM-AS1;1
16;56192614;56194518;-1;1904;ENSG00000261439;GNAO1-AS1;1
2;114828432;114833548;-1;5116;ENSG00000231538;DPP10-AS3;1
2;241544403;241558977;-1;14574;ENSG00000234235;BOK-AS1;1
6;30703067;30713184;1;10117;ENSG00000224328;MDC1-AS1;1
7;92134604;92180725;1;46121;ENSG00000188693;CYP51A1-AS1;2
10;28522652;28533066;-1;10414;ENSG00000254635;WAC-AS1;3
11;3029009;3041260;1;12251;ENSG00000247473;CARS1-AS1;2
10;133083073;133088491;-1;5418;ENSG00000256925;ADGRA1-AS1;5
12;109734166;109773508;-1;39342;ENSG00000255650;FAM222A-AS1;3
2;241015599;241064116;-1;48517;ENSG00000225521;SNED1-AS1;1
X;20139968;20140444;1;476;ENSG00000225037;EIF1AX-AS1;1
3;175773145;175776333;-1;3188;ENSG00000225552;NAALADL2-AS1;1
11;69012283;69018447;1;6164;ENSG00000256508;MRGPRF-AS1;3
15;82647770;82692820;1;45050;ENSG00000259462;CPEB1-AS1;3
X;132667642;132669888;1;2246;ENSG00000235849;HS6ST2-AS1;1
7;112328189;112409623;-1;81434;ENSG00000226851;ZNF277-AS1;2
3;175079307;175115242;-1;35935;ENSG00000230292;NAALADL2-AS3;2
1;152168125;152445456;1;277331;ENSG00000237975;FLG-AS1;18
8;145002811;145006046;1;3235;ENSG00000255559;ZNF252P-AS1;1
X;103845151;103919548;-1;74397;ENSG00000231728;TMSB15B-AS1;8
X;120036236;120146855;1;110619;ENSG00000258545;RHOXF1-AS1;5
1;113856635;113901237;1;44602;ENSG00000226167;AP4B1-AS1;1
8;11345748;11347502;-1;1754;ENSG00000255020;TDH-AS1;1
8;11368402;11438658;1;70256;ENSG00000184608;FAM167A-AS1;4
1;121360156;121398806;-1;38650;ENSG00000230806;SRGAP2-AS1;2
X;70163842;70165206;-1;1364;ENSG00000203588;IGBP1-AS1;1
1;110165948;110172489;-1;6541;ENSG00000227091;SLC6A17-AS1;3
7;35695214;35699413;1;4199;ENSG00000271122;HERPUD2-AS1;1
10;101818800;101828885;1;10085;ENSG00000226009;KCNIP2-AS1;1
X;70452958;70455994;-1;3036;ENSG00000231651;DLG3-AS1;2
7;78939850;78940895;1;1045;ENSG00000251276;MAGI2-AS1;1
7;79008988;79012277;1;3289;ENSG00000226978;MAGI2-AS2;1
6;46903471;46909078;1;5607;ENSG00000225730;ADGRF5-AS1;1
6;31934474;31941724;-1;7250;ENSG00000281756;C2-AS1;1
15;72376113;72378788;1;2675;ENSG00000260339;HEXA-AS1;1
2;107823063;107826891;-1;3828;ENSG00000230651;RGPD4-AS1;6
15;86295649;86317173;-1;21524;ENSG00000260125;AGBL1-AS1;3
10;86965345;86971311;-1;5966;ENSG00000272734;ADIRF-AS1;4
6;31999976;32003521;-1;3545;ENSG00000233627;C4A-AS1;1
X;111706649;111711101;-1;4452;ENSG00000229487;ALG13-AS1;1
19;1952531;1954586;-1;2055;ENSG00000180846;CSNK1G2-AS1;2
6;32032713;32036258;-1;3545;ENSG00000229776;C4B-AS1;1
7;116952446;116954334;-1;1888;ENSG00000227199;ST7-AS1;1
7;117072072;117146480;-1;74408;ENSG00000226367;ST7-AS2;7
3;151751443;151928175;-1;176732;ENSG00000242908;AADACL2-AS1;2
3;170448639;170860993;1;412354;ENSG00000285051;SLC7A14-AS1;5
7;140695336;140697077;-1;1741;ENSG00000240889;NDUFB2-AS1;1
X;119465986;119469128;-1;3142;ENSG00000224281;SLC25A5-AS1;7
3;177037405;177047923;1;10518;ENSG00000231310;TBL1XR1-AS1;2
3;132721750;132874223;1;152473;ENSG00000248724;NPHP3-AS1;2
16;70755035;70773251;1;18216;ENSG00000214353;VAC14-AS1;4
3;175234861;175271096;-1;36235;ENSG00000226779;NAALADL2-AS2;1
3;178526505;178937352;-1;410847;ENSG00000237978;KCNMB2-AS1;6
10;89645272;89652144;1;6872;ENSG00000232936;PANK1-AS1;3
1;165215951;165219104;1;3153;ENSG00000238022;LMX1A-AS1;3
6;73523618;73570596;1;46978;ENSG00000229862;EEF1A1-AS1;2
12;76030494;76031378;1;884;ENSG00000257453;PHLDA1-AS1;1
3;147386967;147387453;1;486;ENSG00000241202;ZIC4-AS1;1
15;72782835;72798199;1;15364;ENSG00000260898;ADPGK-AS1;3
1;166081183;166087483;1;6300;ENSG00000203307;FAM78B-AS1;1
4;86117912;86219926;1;102014;ENSG00000250062;MAPK10-AS1;2
16;2464950;2468213;-1;3263;ENSG00000259895;TEDC2-AS1;1
11;557595;560107;1;2512;ENSG00000254815;LMNTD2-AS1;4
6;56843928;56864078;1;20150;ENSG00000231441;DST-AS1;2
3;183016255;183017808;1;1553;ENSG00000243368;MCCC1-AS1;1
3;180680084;180700449;1;20365;ENSG00000243187;CCDC39-AS1;1
8;116874424;116876868;1;2444;ENSG00000253327;RAD21-AS1;1
7;147080934;147097609;-1;16675;ENSG00000236795;CNTNAP2-AS1;1
7;55179750;55188934;-1;9184;ENSG00000224057;EGFR-AS1;1
3;142960650;143001559;1;40909;ENSG00000241570;PAQR9-AS1;15
1;183138402;183141282;-1;2880;ENSG00000224468;LAMC1-AS1;1
7;16210484;16270604;1;60120;ENSG00000229688;CRPPA-AS1;7
3;193553213;193555088;1;1875;ENSG00000225473;ATP13A4-AS1;2
3;186851886;186856123;-1;4237;ENSG00000226482;ADIPOQ-AS1;1
3;183806457;183810783;-1;4326;ENSG00000233885;YEATS2-AS1;4
3;193618609;193627337;-1;8728;ENSG00000224855;OPA1-AS1;2
8;23189279;23190675;1;1396;ENSG00000253930;TNFRSF10A-AS1;1
8;144437675;144439971;1;2296;ENSG00000232600;TONSL-AS1;1
6;166903698;166904835;1;1137;ENSG00000231654;RPS6KA2-AS1;1
3;149656999;149661364;1;4365;ENSG00000241313;WWTR1-AS1;4
6;167992822;167997110;-1;4288;ENSG00000229921;KIF25-AS1;3
2;191021526;191032314;1;10788;ENSG00000231858;STAT4-AS1;2
3;64103470;64106056;1;2586;ENSG00000241101;PRICKLE2-AS2;1
3;189238686;189240594;-1;1908;ENSG00000230115;TPRG1-AS2;1
2;46568256;46580238;-1;11982;ENSG00000250116;RHOQ-AS1;1
1;211829636;211853703;1;24067;ENSG00000229258;LPGAT1-AS1;5
1;200669507;200694250;1;24743;ENSG00000260088;DDX59-AS1;1
15;48312353;48331856;-1;19503;ENSG00000259488;DUT-AS1;3
4;55363971;55395847;-1;31876;ENSG00000249700;SRD5A3-AS1;28
2;130830978;130836994;-1;6016;ENSG00000233221;ARHGEF4-AS1;3
11;67431367;67435399;-1;4032;ENSG00000255949;RPS6KB2-AS1;1
6;152380546;152381564;1;1018;ENSG00000234577;SYNE1-AS1;1
16;89711856;89718165;1;6309;ENSG00000261373;VPS9D1-AS1;2
4;65669961;65698029;1;28068;ENSG00000250846;EPHA5-AS1;3
11;8060038;8069373;1;9335;ENSG00000248332;TUB-AS1;2
4;168647896;168648587;-1;691;ENSG00000249623;PALLD-AS1;1
3;196318330;196325570;1;7240;ENSG00000235897;TM4SF19-AS1;3
2;74385474;74393882;1;8408;ENSG00000237737;DCTN1-AS1;8
11;126543947;126610948;1;67001;ENSG00000257271;KIRREL3-AS1;1
4;105171354;105178063;-1;6709;ENSG00000251586;TET2-AS1;1
4;122618983;122689156;1;70173;ENSG00000227145;IL21-AS1;4
5;73446357;73446984;1;627;ENSG00000247993;FOXD1-AS1;1
7;150363777;150372590;-1;8813;ENSG00000240449;REPIN1-AS1;1
3;150761937;150873554;1;111617;ENSG00000244265;SIAH2-AS1;2
3;156215560;156227883;-1;12323;ENSG00000240596;KCNAB1-AS2;1
15;90074512;90082207;-1;7695;ENSG00000259291;ZNF710-AS1;2
7;29988600;30027543;1;38943;ENSG00000227014;FKBP14-AS1;2
3;149377778;149386583;1;8805;ENSG00000240541;TM4SF1-AS1;3
4;62071752;62165554;-1;93802;ENSG00000248692;ADGRL3-AS1;4
10;649948;669581;1;19633;ENSG00000180525;DIP2C-AS1;6
11;88504576;88524054;1;19478;ENSG00000255082;GRM5-AS1;2
19;14137146;14171267;1;34121;ENSG00000267169;ADGRL1-AS1;3
5;151753992;151767247;1;13255;ENSG00000253921;ATOX1-AS1;1
11;1571353;1599184;1;27831;ENSG00000233930;KRTAP5-AS1;5
1;164769116;164774641;-1;5525;ENSG00000233693;PBX1-AS1;1
6;33437363;33454453;-1;17090;ENSG00000274259;SYNGAP1-AS1;2
6;149863494;149919507;1;56013;ENSG00000268592;RAET1E-AS1;3
3;191213291;191234605;-1;21314;ENSG00000233308;OSTN-AS1;2
7;128455937;128469197;1;13260;ENSG00000240758;HILPDA-AS1;1
19;490046;507833;-1;17787;ENSG00000266933;MADCAM1-AS1;1
3;185712528;185729787;1;17259;ENSG00000163915;IGF2BP2-AS1;5
1;219409039;219459369;-1;50330;ENSG00000228536;LYPLAL1-AS1;8
17;78484882;78503056;1;18174;ENSG00000267432;DNAH17-AS1;4
11;74311362;74324705;1;13343;ENSG00000246211;P4HA3-AS1;1
12;65851340;65882167;-1;30827;ENSG00000197301;HMGA2-AS1;4
9;3898642;3901248;1;2606;ENSG00000237009;GLIS3-AS1;1
9;4299390;4306046;1;6656;ENSG00000228322;GLIS3-AS2;1
2;238152889;238155994;-1;3105;ENSG00000279484;KLHL30-AS1;2
5;36221055;36221902;1;847;ENSG00000245711;NADK2-AS1;1
1;217781198;217785120;-1;3922;ENSG00000234070;SPATA17-AS1;1
1;216072465;216086917;1;14452;ENSG00000233620;USH2A-AS2;4
3;196431385;196432530;1;1145;ENSG00000225822;UBXN7-AS1;1
3;188562238;188568666;-1;6428;ENSG00000224563;LPP-AS1;1
1;216194051;216204366;1;10315;ENSG00000236292;USH2A-AS1;1
15;66278498;66293357;-1;14859;ENSG00000261318;DIS3L-AS1;1
3;193307244;193314362;1;7118;ENSG00000236508;ATP13A5-AS1;1
3;188941715;188947639;-1;5924;ENSG00000234076;TPRG1-AS1;1
16;90028908;90029901;-1;993;ENSG00000221819;GAS8-AS1;2
1;165210627;165213090;1;2463;ENSG00000224702;LMX1A-AS2;1
16;50046429;50066224;-1;19795;ENSG00000259843;HEATR3-AS1;1
3;155449184;155457753;1;8569;ENSG00000239508;PLCH1-AS1;1
3;155485803;155487121;1;1318;ENSG00000242925;PLCH1-AS2;1
10;43628817;43674703;1;45886;ENSG00000223910;ZNF32-AS3;1
1;205233821;205236867;-1;3046;ENSG00000225063;TMCC2-AS1;1
10;43643872;43645047;1;1175;ENSG00000226245;ZNF32-AS1;1
10;43645942;43648019;1;2077;ENSG00000230565;ZNF32-AS2;1
3;186079170;186080947;1;1777;ENSG00000234197;ETV5-AS1;1
3;188151206;188154057;-1;2851;ENSG00000270959;LPP-AS2;1
3;57597531;57600927;1;3396;ENSG00000272146;ARF4-AS1;4
3;195094588;195096057;1;1469;ENSG00000233303;XXYLT1-AS1;1
3;195147871;195152790;1;4919;ENSG00000230266;XXYLT1-AS2;2
3;183548735;183552326;1;3591;ENSG00000242522;KLHL6-AS1;1
10;103479603;103517393;-1;37790;ENSG00000235470;NEURL1-AS1;2
10;103745966;103755423;1;9457;ENSG00000280693;SH3PXD2A-AS1;2
19;42132555;42137099;1;4544;ENSG00000254887;POU2F2-AS1;2
7;103445207;103514007;1;68800;ENSG00000234715;SLC26A5-AS1;2
7;74059576;74062284;-1;2708;ENSG00000232415;ELN-AS1;1
15;32656084;32673065;-1;16981;ENSG00000241818;SCG5-AS1;2
15;32717270;32719007;-1;1737;ENSG00000259721;GREM1-AS1;2
14;34874343;34876459;1;2116;ENSG00000258738;BAZ1A-AS1;1
15;48187121;48191691;-1;4570;ENSG00000259235;CTXN2-AS1;3
3;149086332;149102823;1;16491;ENSG00000239718;HLTF-AS1;1
3;128463594;128472317;1;8723;ENSG00000242049;DNAJB8-AS1;1
3;128489212;128502970;1;13758;ENSG00000244300;GATA2-AS1;4
5;132184876;132192808;1;7932;ENSG00000237714;P4HA2-AS1;1
3;101676475;101679217;1;2742;ENSG00000256628;ZBTB11-AS1;1
4;3049094;3074538;-1;25444;ENSG00000251075;HTT-AS;4
14;69183017;69214092;-1;31075;ENSG00000258957;GALNT16-AS1;4
3;48847572;48851981;1;4409;ENSG00000224424;PRKAR2A-AS1;7
7;18892096;18899433;-1;7337;ENSG00000226522;HDAC9-AS1;1
7;2944035;2947091;1;3056;ENSG00000237286;CARD11-AS1;1
9;8858127;8864772;1;6645;ENSG00000225706;PTPRD-AS1;4
5;147180204;147234859;-1;54655;ENSG00000250343;STK32A-AS1;1
19;38596346;38601694;1;5348;ENSG00000267291;MAP4K1-AS1;1
1;213817751;213988508;-1;170757;ENSG00000230461;PROX1-AS1;49
11;65789051;65790868;-1;1817;ENSG00000255120;OVOL1-AS1;3
4;26859806;26860632;-1;826;ENSG00000240005;STIM2-AS1;5
3;63860645;63861819;1;1174;ENSG00000240549;THOC7-AS1;1
3;64004022;64012148;1;8126;ENSG00000239653;PSMD6-AS2;1
3;64011964;64016246;1;4282;ENSG00000243410;PSMD6-AS1;1
3;114351771;114388978;1;37207;ENSG00000241560;ZBTB20-AS1;11
3;114445521;114529452;1;83931;ENSG00000242290;ZBTB20-AS5;3
3;114684580;114687609;1;3029;ENSG00000241295;ZBTB20-AS2;1
3;114873114;114876514;1;3400;ENSG00000239946;ZBTB20-AS3;1
3;115100423;115103061;1;2638;ENSG00000242767;ZBTB20-AS4;1
3;155158370;155183285;-1;24915;ENSG00000240666;MME-AS1;1
5;179595904;179603741;-1;7837;ENSG00000244945;RUFY1-AS1;1
7;41693884;41779388;1;85504;ENSG00000224116;INHBA-AS1;7
4;25160641;25201440;1;40799;ENSG00000281501;SEPSECS-AS1;2
1;205373252;205387440;1;14188;ENSG00000226235;LEMD1-AS1;1
2;230984368;230996032;-1;11664;ENSG00000238062;SPATA3-AS1;10
8;56445807;56556513;1;110706;ENSG00000254254;PENK-AS1;5
8;69834087;69854971;1;20884;ENSG00000246528;SLCO5A1-AS1;4
14;61680723;61695892;-1;15169;ENSG00000258777;HIF1A-AS1;1
7;123584859;123624957;-1;40098;ENSG00000230442;ASB15-AS1;5
8;123193651;123202743;-1;9092;ENSG00000204949;FAM83A-AS1;6
14;75423683;75427741;-1;4058;ENSG00000259319;JDP2-AS1;2
14;23938219;24052555;-1;114336;ENSG00000215256;DHRS4-AS1;18
8;76491200;76683504;-1;192304;ENSG00000253661;ZFHX4-AS1;11
8;91059318;91070583;-1;11265;ENSG00000253738;OTUD6B-AS1;4
8;103132963;103141520;-1;8557;ENSG00000236939;BAALC-AS2;2
8;95204456;95811254;1;606798;ENSG00000253773;CFAP418-AS1;9
2;165933857;165949891;1;16034;ENSG00000224490;TTC21B-AS1;3
2;218944629;218961903;-1;17274;ENSG00000235024;CDK5R2-AS1;1
4;145497073;145502971;-1;5898;ENSG00000250582;SMAD1-AS2;1
4;145514615;145517118;-1;2503;ENSG00000250902;SMAD1-AS1;1
14;75574888;75579652;-1;4764;ENSG00000224721;FLVCR2-AS1;3
14;58265365;58298134;-1;32769;ENSG00000257621;PSMA3-AS1;16
8;6617310;6708224;-1;90914;ENSG00000249898;MCPH1-AS1;13
8;1761054;1764508;-1;3454;ENSG00000253982;CLN8-AS1;6
17;72067099;72237203;-1;170104;ENSG00000234899;SOX9-AS1;33
11;3854318;3855509;-1;1191;ENSG00000228661;STIM1-AS1;1
10;132181225;132185962;-1;4737;ENSG00000235010;JAKMIP3-AS1;2
8;41509593;41578421;-1;68828;ENSG00000253133;GPAT4-AS1;1
11;4137116;4138257;-1;1141;ENSG00000255276;RRM1-AS1;1
5;132410636;132488702;1;78066;ENSG00000197536;IRF1-AS1;7
4;112973272;113071962;-1;98690;ENSG00000248152;ANK2-AS1;3
11;70626441;70635658;1;9217;ENSG00000226627;SHANK2-AS1;2
11;70646165;70647562;1;1397;ENSG00000236262;SHANK2-AS2;1
6;32659880;32660729;1;849;ENSG00000223534;HLA-DQB1-AS1;1
11;70862790;70865115;1;2325;ENSG00000171671;SHANK2-AS3;1
4;7754077;7778928;1;24851;ENSG00000272620;AFAP1-AS1;2
12;123081384;123084744;1;3360;ENSG00000251497;PITPNM2-AS1;2
14;37171888;37173811;1;1923;ENSG00000258708;SLC25A21-AS1;1
14;55496786;55580888;-1;84102;ENSG00000186615;KTN1-AS1;7
7;128850162;128862626;-1;12464;ENSG00000242902;FLNC-AS1;1
17;17076038;17077752;-1;1714;ENSG00000225442;MPRIP-AS1;1
11;73307235;73309361;-1;2126;ENSG00000257038;ARHGEF17-AS1;1
3;123689644;123692407;1;2763;ENSG00000250174;MYLK-AS2;2
11;83643602;83725390;1;81788;ENSG00000255311;DLG2-AS2;4
14;95157645;95181475;1;23830;ENSG00000235706;DICER1-AS1;9
1;17406760;17407382;1;622;ENSG00000227751;RCC2-AS1;1
1;163161675;163213023;1;51348;ENSG00000232892;RGS5-AS1;1
2;144517978;144521477;1;3499;ENSG00000238057;ZEB2-AS1;17
15;90620007;90717141;-1;97134;ENSG00000259736;CRTC3-AS1;2
1;246108626;246113866;1;5240;ENSG00000226876;SMYD3-AS1;2
11;6621451;6622322;1;871;ENSG00000255390;DCHS1-AS1;1
1;201995696;202010463;-1;14767;ENSG00000234678;ELF3-AS1;2
5;160195744;160204826;-1;9082;ENSG00000247699;FABP6-AS1;2
4;75980790;76005942;1;25152;ENSG00000245928;SDAD1-AS1;1
11;76782581;76783062;-1;481;ENSG00000255100;TSKU-AS1;3
10;8050450;8053484;-1;3034;ENSG00000197308;GATA3-AS1;5
1;234268583;234272500;-1;3917;ENSG00000236244;SLC35F3-AS1;1
19;3607247;3613930;1;6683;ENSG00000226800;CACTIN-AS1;1
11;96447132;96506826;-1;59694;ENSG00000255679;JRKL-AS1;1
2;27335520;27342599;1;7079;ENSG00000234945;GTF3C2-AS1;15
